sic_code,company_name,symbol,year,rq,rq_trend,aq,aq_trend,rd,rstar,rd_under_ratio,rd_under_trend,rd_under_amt,rd_increase_profit,rd_cut_profit,adv,astar,adv_under_ratio,adv_under_trend,adv_under_amt,adv_increase_profit,adv_cut_profit
2870,AMERICAN VANGUARD CORP,AVD,2010,102.3,0.76,103,3.59,4.7,39.6,0.12,1.77,34.9,232,,2.4,9.5,0.26,0.45,7,230.2,
2870,AMERICAN VANGUARD CORP,AVD,2011,104.5,0.95,103.8,2.81,5.9,51.1,0.12,1.57,45.2,308,,2.1,11.5,0.18,0.37,9.4,305.4,
2870,AMERICAN VANGUARD CORP,AVD,2012,104,1.21,93.6,0.71,6.6,67.6,0.1,0.82,61,370.4,,2.7,5.4,0.5,1.03,2.7,366.4,
3270,AMERON INTERNATIONAL CORP,AMN,2005,101.6,,,,5.6,109.4,0.05,,103.7,712.4,,0,,,,,,
3270,AMERON INTERNATIONAL CORP,AMN,2006,99.2,,,,6.7,75.8,0.09,,69,554.3,,0,,,,,,
3270,AMERON INTERNATIONAL CORP,AMN,2007,93.2,,,,5.8,50.1,0.12,,44.3,634.9,,0,,,,,,
3270,AMERON INTERNATIONAL CORP,AMN,2008,95.6,,,,5.7,70.8,0.08,,65.1,672.6,,0,,,,,,
3270,AMERON INTERNATIONAL CORP,AMN,2009,99.2,,,,6.7,87.4,0.08,,80.7,552,,0,,,,,,
3270,AMERON INTERNATIONAL CORP,AMN,2010,98.5,0.85,,1.54,8,77.6,0.1,2.01,69.5,507.6,,0,,,,,,
3823,AMETEK INC,AME,2005,97.6,,,,25.5,158,0.16,,132.5,1445.7,,0,,,,,,
3823,AMETEK INC,AME,2006,96.5,,,,34.8,164.4,0.21,,129.6,1832.2,,0,,,,,,
3823,AMETEK INC,AME,2007,91.7,,,,42,123,0.34,,81,2146,,0,,,,,,
3823,AMETEK INC,AME,2008,98.4,,,,52.9,242.5,0.22,,189.6,2551.3,,0,,,,,,
3823,AMETEK INC,AME,2009,103,,,,57.5,315.6,0.18,,258.1,2119.4,,0,,,,,,
3823,AMETEK INC,AME,2010,103.3,1.34,,2.19,50.5,388.2,0.13,0.81,337.7,2497.9,,0,,,,,,
3823,AMETEK INC,AME,2011,102.9,1.41,,1.68,56.8,428.9,0.13,0.63,372.1,3022.2,,0,,,,,,
3823,AMETEK INC,AME,2012,100.7,1.82,,0.57,78,451.4,0.17,0.51,373.4,3364.4,,0,,,,,,
2836,AMGEN INC,AMGN,2005,101.3,,91.1,,2582,1323.1,1.95,,,,1258.9,109,106.1,1.03,,,,2.9
2836,AMGEN INC,AMGN,2006,98.4,,92.5,,2314,1420,1.63,,,,894,134,177.3,0.76,,43.3,14271.6,
2836,AMGEN INC,AMGN,2007,95.3,,94.6,,4597,1012.4,4.54,,,,3584.6,93,236.9,0.39,,143.9,14786.5,
2836,AMGEN INC,AMGN,2008,97.1,,98.8,,3856,1083.5,3.56,,,,2772.5,81,366.3,0.22,,285.3,15035,
2836,AMGEN INC,AMGN,2009,98.6,,100.9,,3030,1286.8,2.35,,,,1743.2,95,461,0.21,,366,14678.8,
2836,AMGEN INC,AMGN,2010,101.7,1.02,100.9,3.66,2864,1588.8,1.8,0.92,,,1275.2,98,477.9,0.21,0.2,379.9,15090.8,
2836,AMGEN INC,AMGN,2011,101.9,1.2,,-0.12,2894,1728.2,1.67,1.03,,,1165.8,0,,,,,,
2836,AMGEN INC,AMGN,2012,101.8,1.45,,-0.37,3167,1890.1,1.68,0.37,,,1276.9,0,,,,,,
3559,AMISTAR CORP,AMTA,2005,84.7,,,,0.8,0.1,9.34,,,,0.7,0,,,,,,
3460,AMPCO-PITTSBURGH CORP,AP,2005,95.9,,,,0.8,24.3,0.03,,23.6,249.1,,0,,,,,,
3460,AMPCO-PITTSBURGH CORP,AP,2006,95.6,,,,1.2,27.1,0.04,,25.9,304.2,,0,,,,,,
3460,AMPCO-PITTSBURGH CORP,AP,2007,95.7,,,,1.5,29.3,0.05,,27.8,349.6,,0,,,,,,
3460,AMPCO-PITTSBURGH CORP,AP,2008,101.3,,,,1.2,52,0.02,,50.8,399,,0,,,,,,
3460,AMPCO-PITTSBURGH CORP,AP,2009,103.5,,,,1.4,69.2,0.02,,67.8,302.9,,0,,,,,,
3460,AMPCO-PITTSBURGH CORP,AP,2010,103,1.47,,1.08,1.4,75.5,0.02,0.58,74.2,330.9,,0,,,,,,
3460,AMPCO-PITTSBURGH CORP,AP,2011,98.9,1.23,,0.47,1.7,56,0.03,0.69,54.3,348.2,,0,,,,,,
3460,AMPCO-PITTSBURGH CORP,AP,2012,94.1,0.9,,0.12,1.7,33.6,0.05,0.99,31.9,295,,0,,,,,,
3674,ANALOG DEVICES,ADI,2005,97.4,,94,,511.7,196.5,2.6,,,,315.2,10.5,35.9,0.29,,25.4,2391.4,
3674,ANALOG DEVICES,ADI,2006,93.1,,95.7,,497.1,164.4,3.02,,,,332.7,10.9,51.4,0.21,,40.5,2577.1,
3674,ANALOG DEVICES,ADI,2007,89.3,,97.1,,558.5,109.9,5.08,,,,448.6,10.2,58.6,0.17,,48.4,2515.8,
3674,ANALOG DEVICES,ADI,2008,91.9,,98.2,,519.3,134.2,3.87,,,,385.2,10,61.9,0.16,,51.9,2588.5,
3674,ANALOG DEVICES,ADI,2009,95.1,,100,,533.5,163.8,3.26,,,,369.6,5.2,70.9,0.07,,65.7,2020.3,
3674,ANALOG DEVICES,ADI,2010,95.8,0.9,98.8,1.74,447,182.9,2.44,0.94,,,264.1,3.7,67.5,0.05,0.19,63.8,2768.5,
3674,ANALOG DEVICES,ADI,2011,95.5,1.2,96.6,1.1,492.3,202.1,2.44,0.81,,,290.2,4.1,59.7,0.07,0.32,55.6,2999.4,
3674,ANALOG DEVICES,ADI,2012,94.8,1.66,90.1,0.28,505.6,204.9,2.47,0.49,,,300.7,3.8,17.6,0.22,1.24,13.8,2702.5,
3825,ANALOGIC CORP,ALOG,2005,99.4,,,,58.7,37,1.58,,,,21.6,0,,,,,,
3825,ANALOGIC CORP,ALOG,2006,97.5,,,,58,29.8,1.95,,,,28.2,0,,,,,,
3825,ANALOGIC CORP,ALOG,2007,93.3,,,,51.8,22.5,2.3,,,,29.3,0,,,,,,
3825,ANALOGIC CORP,ALOG,2008,95.2,,,,47,30,1.57,,,,17,0,,,,,,
3825,ANALOGIC CORP,ALOG,2009,98.3,,,,48.9,34.5,1.42,,,,14.4,0,,,,,,
3825,ANALOGIC CORP,ALOG,2010,99.1,0.99,,1.54,45.3,35.3,1.28,0.81,,,9.9,0,,,,,,
3825,ANALOGIC CORP,ALOG,2011,98.7,1.07,,1.19,49.2,40,1.23,0.63,,,9.1,0,,,,,,
3825,ANALOGIC CORP,ALOG,2012,96.7,1.27,,0.5,63.1,41.7,1.51,0.66,,,21.4,0,,,,,,
3663,ANAREN INC,ANEN,2005,93.8,,,,5.9,7.2,0.81,,1.4,94.6,,0,,,,,,
3663,ANAREN INC,ANEN,2006,92.3,,,,6.3,7.3,0.86,,1,105.5,,0,,,,,,
3663,ANAREN INC,ANEN,2007,87.7,,,,8.7,5.2,1.68,,,,3.5,0,,,,,,
3663,ANAREN INC,ANEN,2008,92.7,,,,9.1,9.5,0.96,,0.3,131.3,,0,,,,,,
3663,ANAREN INC,ANEN,2009,96.4,,,,10.4,15.8,0.66,,5.4,167.4,,0,,,,,,
3663,ANAREN INC,ANEN,2010,97.3,1.27,,2.83,13,16,0.81,1,3,169.1,,0,,,,,,
3663,ANAREN INC,ANEN,2011,97.3,1.44,,2.08,14.8,16.8,0.88,1.03,2,179.4,,0,,,,,,
3663,ANAREN INC,ANEN,2012,95,2.07,,0.9,16.8,12.3,1.36,0.81,,,4.4,0,,,,,,
3663,ANDREA ELECTRONICS CORP,ANDR,2005,80.1,,87.4,,1.4,,,,,,,0,,,,,,
3663,ANDREA ELECTRONICS CORP,ANDR,2006,63.3,,91.3,,0.6,,,,,,,0,0,0.36,,0,5.7,
3663,ANDREA ELECTRONICS CORP,ANDR,2007,59.6,,93.4,,0.6,,,,,,,0,0.1,0.28,,0.1,5.1,
3663,ANDREA ELECTRONICS CORP,ANDR,2008,64.5,,91.2,,0.7,,,,,,,0,0,0.64,,0,4.7,
3663,ANDREA ELECTRONICS CORP,ANDR,2009,81.7,,91.7,,0.7,0,27.98,,,,0.7,0,0.1,0.38,,0,4.7,
3663,ANDREA ELECTRONICS CORP,ANDR,2010,92.6,-17.08,,-181.12,0.6,0.3,1.84,,,,0.3,0,,,,,,
3663,ANDREA ELECTRONICS CORP,ANDR,2011,94.8,-0.8,,4.14,0.7,0.4,1.99,,,,0.4,0,,,,,,
3663,ANDREA ELECTRONICS CORP,ANDR,2012,91.4,-0.5,,2.28,0.8,0.3,3.02,,,,0.5,0,,,,,,
3357,ANDREW CORP,ANDW,2005,98,,,,110.2,223.3,0.49,,113,1969.6,,0,,,,,,
3357,ANDREW CORP,ANDW,2006,93.8,,92.3,,107.8,188.5,0.57,,80.7,2151.3,,4.8,28.7,0.17,,23.9,2148.1,
3357,ANDREW CORP,ANDW,2007,89.2,,94.2,,113,110.1,1.03,,,,2.9,4.1,38.1,0.11,,34,2198.2,
5150,ANDERSONS INC,ANDE,2005,97.3,,94.7,,0.6,214.5,0,,213.8,1308.9,,3.9,22.6,0.17,,18.7,1298.5,
5150,ANDERSONS INC,ANDE,2006,96.2,,96.2,,0.6,208.7,0,,208.1,1470.9,,3.8,30,0.13,,26.2,1460.7,
5150,ANDERSONS INC,ANDE,2007,89.5,,97.9,,0.5,98.8,0.01,,98.3,2390.8,,4.4,39.7,0.11,,35.3,2384.5,
5150,ANDERSONS INC,ANDE,2008,90.8,,100.1,,0.6,155,0,,154.4,3509.4,,4.2,62.9,0.07,,58.7,3499.4,
5150,ANDERSONS INC,ANDE,2009,91.9,,102.4,,0.5,196.6,0,,196.1,3044.5,,4,81.9,0.05,,77.9,3035.5,
5150,ANDERSONS INC,ANDE,2010,99,1.1,103.6,2.23,1.4,516.4,0,0.89,515,3429.2,,4.1,113,0.04,0.21,108.9,3406.3,
5150,ANDERSONS INC,ANDE,2011,107.3,1.72,105.1,2.01,1.8,1508.2,0,0.39,1506.4,4645.9,,4,167.6,0.02,0.19,163.6,4595,
5150,ANDERSONS INC,ANDE,2012,108.7,3.21,93.8,0.61,0.8,2687.5,0,0.06,2686.7,5356.5,,4.4,68.3,0.06,0.58,63.9,5279.5,
3949,K2 INC,KTO,2005,105.6,,94.5,,14.5,289.7,0.05,,275.2,1330.9,,42.5,21.6,1.97,,,,20.9
3949,K2 INC,KTO,2006,103.5,,96.1,,20.7,269.7,0.08,,249,1410.8,,47.1,29.5,1.6,,,,17.6
3330,APOLLO SOLAR ENERGY INC,3ASOE,2009,108.6,,,,0.1,2.7,0.03,,2.6,7.9,,0,,,,,,
3330,APOLLO SOLAR ENERGY INC,3ASOE,2010,105.9,,,,0,2.3,0.02,,2.2,9.7,,0,,,,,,
3330,APOLLO SOLAR ENERGY INC,3ASOE,2011,107.7,,,,0.6,1.9,0.34,,1.3,10.5,,0,,,,,,
3231,APOGEE ENTERPRISES INC,APOG,2005,99,,93.9,,3.9,108.1,0.04,,104.2,703.6,,1.6,11.4,0.14,,9.8,697.6,
3231,APOGEE ENTERPRISES INC,APOG,2006,95.2,,95.5,,4,84.5,0.05,,80.5,784.9,,1.6,15.8,0.1,,14.2,780.2,
3231,APOGEE ENTERPRISES INC,APOG,2007,89.1,,97.1,,5.7,49.8,0.11,,44.1,885.4,,1.5,23,0.07,,21.5,883.7,
3231,APOGEE ENTERPRISES INC,APOG,2008,94.6,,98.3,,11.1,81.4,0.14,,70.3,931.7,,1.5,24.3,0.06,,22.8,927.7,
3231,APOGEE ENTERPRISES INC,APOG,2009,98.8,,99.9,,9.3,93.5,0.1,,84.2,703,,0.9,23,0.04,,22.1,698.7,
3231,APOGEE ENTERPRISES INC,APOG,2010,98.6,0.98,101.1,2.11,6.8,92.8,0.07,2.03,86,588.1,,1,24.7,0.04,0.29,23.7,584.6,
3231,APOGEE ENTERPRISES INC,APOG,2011,97.7,1.18,101.5,1.73,6.3,88,0.07,1.51,81.7,668.3,,1.4,25.5,0.05,0.54,24.1,664.5,
3231,APOGEE ENTERPRISES INC,APOG,2012,96.7,1.93,92.8,0.56,7.2,85.5,0.08,0.74,78.3,705.9,,1.4,9.7,0.14,2.22,8.3,701,
3571,APPLE INC,AAPL,2005,107.3,,95.3,,489,2105.5,0.23,,1616.5,14094.4,,287,203.9,1.41,,,,83.1
3571,APPLE INC,AAPL,2006,99.3,,96.7,,534,1817.5,0.29,,1283.5,19466.8,,338,325.6,1.04,,,,12.4
3571,APPLE INC,AAPL,2007,91.7,,97.6,,712,1277.3,0.56,,565.3,24084.4,,467,473.4,0.99,,6.4,24016.7,
3571,APPLE INC,AAPL,2008,93.2,,99.6,,782,2435.2,0.32,,1653.2,32632.1,,486,920.7,0.53,,434.7,32523.5,
3571,APPLE INC,AAPL,2009,98.7,,102.3,,1109,4587.2,0.24,,3478.2,43235.8,,501,1397.1,0.36,,896.1,43005.3,
3571,APPLE INC,AAPL,2010,102,0.8,103.3,2,1333,9612.4,0.14,0.6,8279.4,65885.9,,691,2418.6,0.29,0.2,1727.6,65399.4,
3571,APPLE INC,AAPL,2011,103.3,1.22,103.6,1.75,1782,16927.9,0.11,0.36,15145.9,109470.6,,933,3910.4,0.24,0.23,2977.4,108567.5,
3571,APPLE INC,AAPL,2012,102.8,2.02,93.1,0.56,2429,25163.7,0.1,0.17,22734.7,158241.2,,1000,1989.3,0.5,0.51,989.3,156617.3,
3559,APPLIED MATERIALS INC,AMAT,2005,102.4,,,,991.9,704.8,1.41,,,,287,0,,,,,,
3559,APPLIED MATERIALS INC,AMAT,2006,102.3,,,,940.5,799.3,1.18,,,,141.2,0,,,,,,
3559,APPLIED MATERIALS INC,AMAT,2007,100.5,,,,1152.3,756,1.52,,,,396.3,0,,,,,,
3559,APPLIED MATERIALS INC,AMAT,2008,102.8,,,,1142.1,915,1.25,,,,227.1,0,,,,,,
3559,APPLIED MATERIALS INC,AMAT,2009,102.8,,,,1104.1,841.4,1.31,,,,262.8,0,,,,,,
3559,APPLIED MATERIALS INC,AMAT,2010,103.4,1.05,,1.65,934.1,990.7,0.94,0.67,56.6,9579.4,,0,,,,,,
3559,APPLIED MATERIALS INC,AMAT,2011,104.9,1.12,,1.21,1143.5,1100.6,1.04,0.88,,,42.9,0,,,,,,
3559,APPLIED MATERIALS INC,AMAT,2012,103.4,1.15,,0.34,1118,1183.2,0.94,0.62,65.2,8720.4,,0,,,,,,
3640,ACTUANT CORP  -CL A,ATU,2005,103.9,,,,5.3,242.5,0.02,,237.2,988.5,,0,,,,,,
3640,ACTUANT CORP  -CL A,ATU,2006,106,,,,8.7,346.5,0.03,,337.8,1217.7,,0,,,,,,
3640,ACTUANT CORP  -CL A,ATU,2007,92.3,,,,9.7,114.9,0.08,,105.2,1467.4,,0,,,,,,
3640,ACTUANT CORP  -CL A,ATU,2008,93.6,,,,11.6,138.3,0.08,,126.7,1675,,0,,,,,,
3640,ACTUANT CORP  -CL A,ATU,2009,98.8,,,,17.3,180.3,0.1,,163,1250.9,,0,,,,,,
3640,ACTUANT CORP  -CL A,ATU,2010,98.7,0.77,,21.98,16.2,160.5,0.1,4.62,144.3,1170.8,,0,,,,,,
3640,ACTUANT CORP  -CL A,ATU,2011,100.7,0.79,,2.12,14.5,219.4,0.07,2.63,204.9,1460.4,,0,,,,,,
3640,ACTUANT CORP  -CL A,ATU,2012,98.6,1.55,,0.56,17.7,203.8,0.09,1.03,186.1,1619.9,,0,,,,,,
2070,ARCHER-DANIELS-MIDLAND CO,ADM,2005,117.4,,,,32.3,23697.3,0,,23665,36700.3,,0,,,,,,
2070,ARCHER-DANIELS-MIDLAND CO,ADM,2006,115.5,,,,40,24017.5,0,,23977.5,37325.8,,0,,,,,,
2070,ARCHER-DANIELS-MIDLAND CO,ADM,2007,105.7,,,,45,12032.9,0,,11987.9,44642.9,,0,,,,,,
2070,ARCHER-DANIELS-MIDLAND CO,ADM,2008,110.9,,,,45,23595.7,0,,23550.7,71022.8,,0,,,,,,
2070,ARCHER-DANIELS-MIDLAND CO,ADM,2009,110.7,,,,49,28850.1,0,,28801.1,70385.4,,0,,,,,,
2070,ARCHER-DANIELS-MIDLAND CO,ADM,2010,108.8,0.76,,1.22,50,27816,0,1.32,27766,62670,,0,,,,,,
2070,ARCHER-DANIELS-MIDLAND CO,ADM,2011,108.2,0.79,,0.82,56,31158.9,0,1.08,31102.9,81942.7,,0,,,,,,
2070,ARCHER-DANIELS-MIDLAND CO,ADM,2012,108.2,1.1,,0.36,60,33292.7,0,0.48,33232.7,90434.2,,0,,,,,,
3089,ARMSTRONG HOLDINGS INC,3ACKH,2005,96.8,,93.6,,46.6,351.1,0.13,,304.5,3586.4,,33.3,45.9,0.73,,12.6,3560.2,
3523,ARTS WAY MFG INC,ARTW,2005,85.5,,95.4,,0,0.4,0.02,,0.4,14.7,,0.1,0.3,0.24,,0.2,14.6,
3523,ARTS WAY MFG INC,ARTW,2006,88.6,,98.3,,0.3,0.8,0.35,,0.5,19.9,,0.1,0.5,0.21,,0.4,19.9,
3523,ARTS WAY MFG INC,ARTW,2007,89.6,,97.8,,0.2,1.6,0.12,,1.4,25.6,,0.2,0.7,0.29,,0.5,25.6,
3523,ARTS WAY MFG INC,ARTW,2008,91.1,,98.6,,0.2,2.2,0.08,,2,32.2,,0.2,0.9,0.24,,0.7,32.1,
3523,ARTS WAY MFG INC,ARTW,2009,92,,100.1,,0.2,2.1,0.1,,1.8,26.4,,0.2,0.9,0.26,,0.6,26.4,
3523,ARTS WAY MFG INC,ARTW,2010,93.4,2.7,101.9,1.81,0.2,2.8,0.08,3.28,2.5,29.1,,0.3,1.1,0.25,1.05,0.8,29,
3523,ARTS WAY MFG INC,ARTW,2011,94,1.71,98.6,1.03,0.2,2.8,0.07,0.19,2.6,27.8,,0.2,0.8,0.3,1.41,0.6,27.7,
3523,ARTS WAY MFG INC,ARTW,2012,98.3,2.01,92,0.44,0.2,5.2,0.03,0.29,5,36.8,,0.3,0.4,0.66,2.28,0.1,36.5,
5172,ASHLAND INC,ASH,2005,102.7,,93.5,,43,1799.6,0.02,,1756.6,9442.2,,69,126.2,0.55,,57.2,9335.3,
5172,ASHLAND INC,ASH,2006,105.8,,95.7,,45,1326.2,0.03,,1281.2,7345.6,,68,109.7,0.62,,41.7,7253.3,
5172,ASHLAND INC,ASH,2007,103.1,,97.9,,48,1163.4,0.04,,1115.4,7914.4,,67,150,0.45,,83,7831.6,
5172,ASHLAND INC,ASH,2008,108.3,,99.1,,50,1925.8,0.03,,1875.8,8508.7,,66,189.4,0.35,,123.4,8397.4,
5172,ASHLAND INC,ASH,2009,109.1,,102.8,,52,2922.5,0.02,,2870.5,8232.9,,63,351,0.18,,288,8129,
5172,ASHLAND INC,ASH,2010,106.4,1.17,104.6,2.85,96,2453,0.04,1.64,2357,9135.4,,70,445.5,0.16,0.29,375.5,9041.5,
5172,ASHLAND INC,ASH,2011,101.5,0.83,106.4,2.31,86,1836.4,0.05,1.38,1750.4,6570.9,,85,515.6,0.16,0.27,430.6,6522.6,
2820,ASHLAND INC,ASH,2012,98.6,0.8,96.3,0.84,89,1421.3,0.06,1.52,1332.3,8280.9,,55,222.7,0.25,0.55,167.7,8217.5,
3577,ASTRO-MED INC,ALOT,2005,102.1,,,,4,7.3,0.56,,3.2,59.6,,0,,,,,,
3577,ASTRO-MED INC,ALOT,2006,98.1,,,,4,6.4,0.63,,2.4,65.8,,0,,,,,,
3577,ASTRO-MED INC,ALOT,2007,91.6,,95.6,,4.2,4.8,0.87,,0.6,72.4,,1.1,1.5,0.76,,0.4,72.4,
3577,ASTRO-MED INC,ALOT,2008,93.5,,94.1,,4.6,5.6,0.82,,1,71.8,,1.3,1.2,1.05,,,,0.1
3577,ASTRO-MED INC,ALOT,2009,95.8,,90.9,,4.9,6.9,0.7,,2.1,64.1,,1.2,0.6,1.88,,,,0.6
3577,ASTRO-MED INC,ALOT,2010,95.4,0.68,90.3,0.53,4.8,6.6,0.73,1.32,1.8,71.1,,1.2,0.5,2.3,,,,0.7
3577,ASTRO-MED INC,ALOT,2011,94.8,0.81,91.1,0.53,5,5.8,0.87,1.37,0.8,79.3,,1.1,0.6,1.82,,,,0.5
3577,ASTRO-MED INC,ALOT,2012,92.4,1.07,90,0.31,5.2,4.2,1.24,1.42,,,1,0.8,0.4,1.92,2.53,,,0.4
3640,ASTRONICS CORP,ATRO,2006,94.7,,,,8.9,9.2,0.97,,0.3,110.8,,0,,,,,,
3640,ASTRONICS CORP,ATRO,2007,90.4,,,,10.9,8.4,1.3,,,,2.5,0,,,,,,
3640,ASTRONICS CORP,ATRO,2008,94.4,,,,14.8,12.4,1.2,,,,2.4,0,,,,,,
3640,ASTRONICS CORP,ATRO,2009,99.8,,,,22.9,20,1.15,,,,2.9,0,,,,,,
3640,ASTRONICS CORP,ATRO,2010,101.1,,,,27,21.5,1.26,,,,5.5,0,,,,,,
3640,ASTRONICS CORP,ATRO,2011,101.7,1.51,,1.86,28.3,26,1.09,1.13,,,2.3,0,,,,,,
3640,ASTRONICS CORP,ATRO,2012,101.5,2.15,,0.99,36.1,29.6,1.22,0.93,,,6.5,0,,,,,,
7372,AUTODESK INC,ADSK,2005,104.5,,94.5,,239.4,185.8,1.29,,,,53.6,26.2,23.7,1.1,,,,2.5
7372,AUTODESK INC,ADSK,2006,103.1,,96.3,,301.6,196.1,1.54,,,,105.5,21.8,34.2,0.64,,12.4,1841.5,
7372,AUTODESK INC,ADSK,2007,96.1,,97.6,,406.3,189.6,2.14,,,,216.7,27.6,56.8,0.49,,29.2,2174.4,
7372,AUTODESK INC,ADSK,2008,98,,99.6,,485.3,229.3,2.12,,,,256,16.4,75.6,0.22,,59.2,2320.2,
7372,AUTODESK INC,ADSK,2009,99.3,,102.3,,576.1,212.7,2.71,,,,363.4,18.4,83,0.22,,64.6,1717.9,
7372,AUTODESK INC,ADSK,2010,99.7,0.8,103.6,2.27,457.5,208.8,2.19,1.7,,,248.7,18.8,85.3,0.22,0.2,66.5,1957.3,
7372,AUTODESK INC,ADSK,2011,98.6,0.8,104.4,1.91,496.2,222.6,2.23,1.45,,,273.6,21.3,101.2,0.21,0.33,79.9,2222.3,
7372,AUTODESK INC,ADSK,2012,98.6,1.16,93.9,0.64,566.5,223.5,2.53,1.18,,,343,15.6,37.6,0.42,0.85,22,2314.2,
7374,AUTOMATIC DATA PROCESSING,ADP,2005,98.8,,,,581.2,867.8,0.67,,286.7,8528.7,,0,,,,,,
7374,AUTOMATIC DATA PROCESSING,ADP,2006,96,,,,624.1,779.9,0.8,,155.8,8896.5,,0,,,,,,
7374,AUTOMATIC DATA PROCESSING,ADP,2007,90.3,,,,589.8,460.5,1.28,,,,129.3,0,,,,,,
7374,AUTOMATIC DATA PROCESSING,ADP,2008,93,,,,486.1,609.2,0.8,,123.1,8789.2,,0,,,,,,
7374,AUTOMATIC DATA PROCESSING,ADP,2009,97.8,,,,525.9,882.7,0.6,,356.8,8900.9,,0,,,,,,
7374,AUTOMATIC DATA PROCESSING,ADP,2010,98.4,0.98,,1.91,499.7,955.5,0.52,0.78,455.8,8968.1,,0,,,,,,
7374,AUTOMATIC DATA PROCESSING,ADP,2011,97.8,1.12,,1.57,513.9,1016.8,0.51,0.63,502.9,9924.3,,0,,,,,,
7374,AUTOMATIC DATA PROCESSING,ADP,2012,95.4,1.54,,0.51,577.2,952,0.61,0.47,374.8,10696.7,,0,,,,,,
2834,DELSITE INC,DSIIQ,2005,95.4,,95.7,,4.7,2.2,2.15,,,,2.5,0.1,0.6,0.24,,0.4,28,
2834,DELSITE INC,DSIIQ,2006,91.7,,96.8,,5.8,1.6,3.67,,,,4.2,0,0.7,0.04,,0.6,27.5,
2834,DELSITE INC,DSIIQ,2007,86.1,,97.4,,5.8,0.7,7.88,,,,5,0.1,0.6,0.13,,0.6,21.8,
2670,AVERY DENNISON CORP,AVY,2005,99.2,,90.9,,82.3,757,0.11,,674.7,5523,,14.1,47,0.3,,32.9,5476.6,
2670,AVERY DENNISON CORP,AVY,2006,95.8,,91.9,,85.4,582.2,0.15,,496.8,5615.3,,16.2,61.1,0.26,,44.9,5580.2,
2670,AVERY DENNISON CORP,AVY,2007,91.3,,93.6,,87.9,566,0.16,,478.1,6337,,20.3,124.1,0.16,,103.8,6314.9,
2670,AVERY DENNISON CORP,AVY,2008,93.5,,97.8,,95.5,632.8,0.15,,537.3,6749.7,,22.6,195.4,0.12,,172.8,6724.6,
2670,AVERY DENNISON CORP,AVY,2009,97.8,,98.3,,94,815.8,0.12,,721.8,6001.2,,23.7,183.3,0.13,,159.6,5965.6,
2670,AVERY DENNISON CORP,AVY,2010,98.2,0.94,99,3.29,90.7,849.2,0.11,0.98,758.5,6568.5,,39,193,0.2,0.67,154,6526.5,
2670,AVERY DENNISON CORP,AVY,2011,97.5,1.12,99.5,2.7,95.6,714.3,0.13,0.91,618.7,6074.6,,9.7,189.6,0.05,0.19,179.9,6042.5,
2670,AVERY DENNISON CORP,AVY,2012,97.7,1.6,91.8,0.71,92.4,720.1,0.13,0.83,627.7,6084.8,,9.6,63.4,0.15,0.93,53.8,6040.8,
2844,AVON PRODUCTS,AVP,2005,98.5,,93.9,,63.8,1072.9,0.06,,1009.1,8225.8,,135.9,119.6,1.14,,,,16.3
2844,AVON PRODUCTS,AVP,2006,97.6,,96.1,,64.2,904,0.07,,839.8,8842,,248.9,144.8,1.72,,,,104.1
2844,AVON PRODUCTS,AVP,2007,91.4,,97.8,,65.8,566.1,0.12,,500.3,9992.6,,368.4,195.8,1.88,,,,172.6
2844,AVON PRODUCTS,AVP,2008,95.2,,100.5,,71.8,885.2,0.08,,813.4,10771.4,,390.5,262,1.49,,,,128.5
2844,AVON PRODUCTS,AVP,2009,98.9,,103.9,,70,1340.6,0.05,,1270.6,10483.6,,352.7,364.4,0.97,,11.7,10387.7,
2844,AVON PRODUCTS,AVP,2010,98.7,1.01,104.8,2.68,66.7,1438.2,0.05,0.78,1371.5,10967.4,,400.4,414.2,0.97,0.85,13.8,10867.1,
2844,AVON PRODUCTS,AVP,2011,97.3,0.98,104,1.93,72.6,1313.6,0.06,0.78,1241,11391,,311.2,415,0.75,0.44,103.8,11304.7,
2844,AVON PRODUCTS,AVP,2012,97.4,1.56,92.6,0.5,77.7,1372.3,0.06,0.49,1294.6,10811.1,,253.6,131.8,1.92,1.02,,,121.8
2111,BAT-BRITISH AMER TOBACCO PLC,BTI,2005,102.6,,,,128.4,6994.2,0.02,,6865.8,16527.2,,0,,,,,,
2111,BAT-BRITISH AMER TOBACCO PLC,BTI,2006,94,,,,113.4,3068.3,0.04,,2954.9,19452.8,,0,,,,,,
2111,BAT-BRITISH AMER TOBACCO PLC,BTI,2007,92.2,,,,70.5,2397.4,0.03,,2326.9,20260.7,,0,,,,,,
2111,BAT-BRITISH AMER TOBACCO PLC,BTI,2008,99.9,,,,85.3,4644.3,0.02,,4559,18085.8,,0,,,,,,
2111,BAT-BRITISH AMER TOBACCO PLC,BTI,2009,105.3,,,,73.1,7473.4,0.01,,7400.3,23592.7,,0,,,,,,
2111,BAT-BRITISH AMER TOBACCO PLC,BTI,2010,105.7,1.14,,2.23,82.5,6869.2,0.01,0.65,6786.7,23519.5,,0,,,,,,
2111,BAT-BRITISH AMER TOBACCO PLC,BTI,2011,96.4,1.17,,1.53,84.7,2592.4,0.03,0.88,2507.7,24467.3,,0,,,,,,
2111,BRITISH AMER TOBACCO PLC,BTI,2012,98.7,1.57,,0.46,125.8,3540,0.04,1.21,3414.1,25319,,0,,,,,,
